naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Moordrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Moordrecht,http://www.gemeentegeschiedenis.nl/amco/10120,10120,563,0,oudsher,2010,Zuid-Holland
Naaldwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Naaldwijk,http://www.gemeentegeschiedenis.nl/amco/11418,11418,565,0,oudsher,2004,Zuid-Holland
Naaldwijk [Albl.waard],http://www.gemeentegeschiedenis.nl/gemeentenaam/Naaldwijk_Albl.waard,http://www.gemeentegeschiedenis.nl/amco/10514,10514,,0,1817,1818,Zuid-Holland
Naters,http://www.gemeentegeschiedenis.nl/gemeentenaam/Naters,http://www.gemeentegeschiedenis.nl/amco/11384,11384,1346,0,1817,1855,Zuid-Holland
Nederlek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederlek,http://www.gemeentegeschiedenis.nl/amco/10050,10050,643,6544281,1985,heden,Zuid-Holland
Nederslingeland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederslingeland,http://www.gemeentegeschiedenis.nl/amco/10693,10693,1347,0,1817,1857,Zuid-Holland
Niemandsvriend,http://www.gemeentegeschiedenis.nl/gemeentenaam/Niemandsvriend,http://www.gemeentegeschiedenis.nl/amco/11426,11426,,0,1817,1818,Zuid-Holland
Nieuw-Beijerland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Beijerland,http://www.gemeentegeschiedenis.nl/amco/10092,10092,566,0,oudsher,1984,Zuid-Holland
Nieuwenhoorn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwenhoorn,http://www.gemeentegeschiedenis.nl/amco/10338,10338,1121,0,oudsher,1960,Zuid-Holland
Nieuwerkerk aan den IJssel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwerkerk_aan_den_IJssel,http://www.gemeentegeschiedenis.nl/amco/10855,10855,567,0,oudsher,2010,Zuid-Holland
Nieuwe Tonge,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwe_Tonge,http://www.gemeentegeschiedenis.nl/amco/10502,10502,1119,0,oudsher,1966,Zuid-Holland
Nieuweveen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuweveen,http://www.gemeentegeschiedenis.nl/amco/11273,11273,1349,0,1817,1833,Zuid-Holland
Nieuw-Helvoet,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Helvoet,http://www.gemeentegeschiedenis.nl/amco/10264,10264,1118,0,oudsher,1960,Zuid-Holland
Nieuwkoop,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwkoop,http://www.gemeentegeschiedenis.nl/amco/10728,10728,569,2750186,oudsher,heden,Zuid-Holland
Nieuwland [bij Leerdam],http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland_bij_Leerdam,http://www.gemeentegeschiedenis.nl/amco/11213,11213,570,0,1817,1986,Zuid-Holland
"Nieuwland, Kortland en 's-Graveland",http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland__Kortland_en_s-Graveland,http://www.gemeentegeschiedenis.nl/amco/11406,11406,1348,0,1817,1855,Zuid-Holland
Nieuw-Lekkerland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Lekkerland,http://www.gemeentegeschiedenis.nl/amco/10547,10547,571,2750162,oudsher,heden,Zuid-Holland
Nieuwpoort,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwpoort,http://www.gemeentegeschiedenis.nl/amco/10748,10748,572,0,oudsher,1986,Zuid-Holland
Nieuwveen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwveen,http://www.gemeentegeschiedenis.nl/amco/10487,10487,573,0,oudsher,1994,Zuid-Holland
Noordeloos,http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordeloos,http://www.gemeentegeschiedenis.nl/amco/10296,10296,574,0,oudsher,1986,Zuid-Holland
Noord-Waddinxveen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Noord-Waddinxveen,http://www.gemeentegeschiedenis.nl/amco/11342,11342,1125,0,1817,1870,Zuid-Holland
Noordwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordwijk,http://www.gemeentegeschiedenis.nl/amco/10769,10769,575,2749814,oudsher,heden,Zuid-Holland
Noordwijkerhout,http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordwijkerhout,http://www.gemeentegeschiedenis.nl/amco/11134,11134,576,2749810,oudsher,heden,Zuid-Holland
Nootdorp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Nootdorp,http://www.gemeentegeschiedenis.nl/amco/10601,10601,577,0,oudsher,2002,Zuid-Holland
Numansdorp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Numansdorp,http://www.gemeentegeschiedenis.nl/amco/11346,11346,578,0,oudsher,1984,Zuid-Holland
Oegstgeest,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oegstgeest,http://www.gemeentegeschiedenis.nl/amco/10287,10287,579,2749722,oudsher,heden,Zuid-Holland
Onwaard,http://www.gemeentegeschiedenis.nl/gemeentenaam/Onwaard,http://www.gemeentegeschiedenis.nl/amco/11217,11217,1351,0,1817,1857,Zuid-Holland
Ooltgensplaat,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ooltgensplaat,http://www.gemeentegeschiedenis.nl/amco/11163,11163,1133,0,oudsher,1966,Zuid-Holland
Oost-Barendrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-Barendrecht,http://www.gemeentegeschiedenis.nl/amco/10286,10286,1352,0,1817,1837,Zuid-Holland
Oost- en West-Barendrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-_en_West-Barendrecht,http://www.gemeentegeschiedenis.nl/amco/10943,10943,1134,0,1837,1905,Zuid-Holland
Oostflakkee,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostflakkee,http://www.gemeentegeschiedenis.nl/amco/10714,10714,580,2749380,1966,heden,Zuid-Holland
Oostvoorne,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostvoorne,http://www.gemeentegeschiedenis.nl/amco/10009,10009,581,0,oudsher,1980,Zuid-Holland
Ottoland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ottoland,http://www.gemeentegeschiedenis.nl/amco/10097,10097,582,0,1817,1986,Zuid-Holland
Oud-Alblas,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Alblas,http://www.gemeentegeschiedenis.nl/amco/10826,10826,583,0,oudsher,1986,Zuid-Holland
Oud-Beijerland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Beijerland,http://www.gemeentegeschiedenis.nl/amco/11301,11301,584,2749181,oudsher,heden,Zuid-Holland
Ouddorp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouddorp,http://www.gemeentegeschiedenis.nl/amco/11126,11126,1142,0,oudsher,1966,Zuid-Holland
Oude en Nieuwe Struiten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_en_Nieuwe_Struiten,http://www.gemeentegeschiedenis.nl/amco/10347,10347,1356,0,1817,1855,Zuid-Holland
Oudenhoorn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudenhoorn,http://www.gemeentegeschiedenis.nl/amco/10380,10380,586,0,oudsher,1980,Zuid-Holland
Oud- en Nieuw-Mathenesse,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-_en_Nieuw-Mathenesse,http://www.gemeentegeschiedenis.nl/amco/11302,11302,1139,0,1817,1868,Zuid-Holland
Ouderkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouderkerk,http://www.gemeentegeschiedenis.nl/amco/10095,10095,644,0,1985,heden,Zuid-Holland
Ouderkerk aan den IJssel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouderkerk_aan_den_IJssel,http://www.gemeentegeschiedenis.nl/amco/10095,10095,587,2749015,oudsher,1985,Zuid-Holland
Oude Tonge,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_Tonge,http://www.gemeentegeschiedenis.nl/amco/10714,10714,1143,0,oudsher,1966,Zuid-Holland
Oudshoorn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudshoorn,http://www.gemeentegeschiedenis.nl/amco/11011,11011,1147,0,oudsher,1918,Zuid-Holland
Oukoop,http://www.gemeentegeschiedenis.nl/gemeentenaam/Oukoop,http://www.gemeentegeschiedenis.nl/amco/11310,11310,1358,0,1818,1857,Zuid-Holland
Overschie,http://www.gemeentegeschiedenis.nl/gemeentenaam/Overschie,http://www.gemeentegeschiedenis.nl/amco/10683,10683,1149,0,oudsher,1941,Zuid-Holland
Papekop,http://www.gemeentegeschiedenis.nl/gemeentenaam/Papekop,http://www.gemeentegeschiedenis.nl/amco/11244,11244,1151,0,1818,1964,Zuid-Holland
Papendrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Papendrecht,http://www.gemeentegeschiedenis.nl/amco/10427,10427,590,2748728,oudsher,heden,Zuid-Holland
Pernis,http://www.gemeentegeschiedenis.nl/gemeentenaam/Pernis,http://www.gemeentegeschiedenis.nl/amco/11245,11245,1152,0,oudsher,1934,Zuid-Holland
Peursum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Peursum,http://www.gemeentegeschiedenis.nl/amco/10391,10391,1154,0,1817,1957,Zuid-Holland
Piershil,http://www.gemeentegeschiedenis.nl/gemeentenaam/Piershil,http://www.gemeentegeschiedenis.nl/amco/10179,10179,591,0,1817,1984,Zuid-Holland
Pijnacker,http://www.gemeentegeschiedenis.nl/gemeentenaam/Pijnacker,http://www.gemeentegeschiedenis.nl/amco/10031,10031,594,0,oudsher,2002,Zuid-Holland
Pijnacker-Nootdorp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Pijnacker-Nootdorp,http://www.gemeentegeschiedenis.nl/amco/10031,10031,1926,6544221,2002,heden,Zuid-Holland
Poortugaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Poortugaal,http://www.gemeentegeschiedenis.nl/amco/11395,11395,592,0,oudsher,1985,Zuid-Holland
Puttershoek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Puttershoek,http://www.gemeentegeschiedenis.nl/amco/10222,10222,593,0,oudsher,1984,Zuid-Holland
Reeuwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Reeuwijk,http://www.gemeentegeschiedenis.nl/amco/10485,10485,595,0,oudsher,2011,Zuid-Holland
Rhoon,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rhoon,http://www.gemeentegeschiedenis.nl/amco/10903,10903,596,0,oudsher,1985,Zuid-Holland
Ridderkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ridderkerk,http://www.gemeentegeschiedenis.nl/amco/10646,10646,597,2748171,oudsher,heden,Zuid-Holland
Rietveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rietveld,http://www.gemeentegeschiedenis.nl/amco/10828,10828,1160,0,1817,1964,Zuid-Holland
Rijneveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijneveld,http://www.gemeentegeschiedenis.nl/amco/11257,11257,646,0,1991,1993,Zuid-Holland
Rijnsaterwoude,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnsaterwoude,http://www.gemeentegeschiedenis.nl/amco/11129,11129,601,0,oudsher,1991,Zuid-Holland
Rijnsburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnsburg,http://www.gemeentegeschiedenis.nl/amco/11118,11118,602,0,oudsher,2006,Zuid-Holland
Rijnwoude,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnwoude,http://www.gemeentegeschiedenis.nl/amco/11257,11257,1672,6544273,1993,heden,Zuid-Holland
Rijsoort,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsoort,http://www.gemeentegeschiedenis.nl/amco/10503,10503,1362,0,oudsher,1846,Zuid-Holland
Rijsoort en Strevelshoek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsoort_en_Strevelshoek,http://www.gemeentegeschiedenis.nl/amco/10503,10503,1258,0,1846,1855,Zuid-Holland
Rijswijk [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijswijk_ZH,http://www.gemeentegeschiedenis.nl/amco/11133,11133,603,2748075,oudsher,heden,Zuid-Holland
Rockanje,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rockanje,http://www.gemeentegeschiedenis.nl/amco/10464,10464,598,0,oudsher,1980,Zuid-Holland
Rotterdam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rotterdam,http://www.gemeentegeschiedenis.nl/amco/10345,10345,599,2747890,oudsher,heden,Zuid-Holland
Roxenisse,http://www.gemeentegeschiedenis.nl/gemeentenaam/Roxenisse,http://www.gemeentegeschiedenis.nl/amco/11054,11054,1363,0,1817,1857,Zuid-Holland
Rozenburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Rozenburg,http://www.gemeentegeschiedenis.nl/amco/11314,11314,600,0,oudsher,2010,Zuid-Holland
Ruiven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Ruiven,http://www.gemeentegeschiedenis.nl/amco/11009,11009,1364,0,1817,1846,Zuid-Holland
Sandelingen Ambacht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sandelingen_Ambacht,http://www.gemeentegeschiedenis.nl/amco/11328,11328,1365,0,1817,1855,Zuid-Holland
Sassenheim,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sassenheim,http://www.gemeentegeschiedenis.nl/amco/10612,10612,604,0,oudsher,2006,Zuid-Holland
Schelluinen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schelluinen,http://www.gemeentegeschiedenis.nl/amco/11399,11399,605,0,1817,1986,Zuid-Holland
Schiebroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiebroek,http://www.gemeentegeschiedenis.nl/amco/11306,11306,1170,0,1817,1941,Zuid-Holland
Schiedam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiedam,http://www.gemeentegeschiedenis.nl/amco/11260,11260,606,2747595,oudsher,heden,Zuid-Holland
Schipluiden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schipluiden,http://www.gemeentegeschiedenis.nl/amco/10130,10130,607,0,oudsher,2004,Zuid-Holland
Schoonhoven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoonhoven,http://www.gemeentegeschiedenis.nl/amco/10980,10980,608,2747505,oudsher,heden,Zuid-Holland
Schoonrewoerd,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoonrewoerd,http://www.gemeentegeschiedenis.nl/amco/10214,10214,609,0,oudsher,1986,Zuid-Holland
Schuddebeurs en Simonshaven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Schuddebeurs_en_Simonshaven,http://www.gemeentegeschiedenis.nl/amco/10626,10626,1371,0,1817,1855,Zuid-Holland
Sint Anthoniepolder,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthoniepolder,http://www.gemeentegeschiedenis.nl/amco/10113,10113,1372,0,1817,1832,Zuid-Holland
Sint Maartensregt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Maartensregt,http://www.gemeentegeschiedenis.nl/amco/10112,10112,1373,0,1817,1855,Zuid-Holland
Sliedrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sliedrecht,http://www.gemeentegeschiedenis.nl/amco/11331,11331,610,2747168,oudsher,heden,Zuid-Holland
Sluipwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sluipwijk,http://www.gemeentegeschiedenis.nl/amco/11402,11402,1182,0,oudsher,1870,Zuid-Holland
Sommelsdijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Sommelsdijk,http://www.gemeentegeschiedenis.nl/amco/11097,11097,1184,0,oudsher,1966,Zuid-Holland
Spijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijk,http://www.gemeentegeschiedenis.nl/amco/11397,11397,1375,0,1817,1855,Zuid-Holland
Spijkenisse,http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijkenisse,http://www.gemeentegeschiedenis.nl/amco/10735,10735,612,2746931,oudsher,heden,Zuid-Holland
Stad aan 't Haringvliet,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stad_aan_t_Haringvliet,http://www.gemeentegeschiedenis.nl/amco/11239,11239,1188,0,1817,1966,Zuid-Holland
Stein [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Stein_ZH,http://www.gemeentegeschiedenis.nl/amco/11437,11437,1194,0,1817,1870,Zuid-Holland
Stellendam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stellendam,http://www.gemeentegeschiedenis.nl/amco/10087,10087,1195,0,1817,1966,Zuid-Holland
Stolwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stolwijk,http://www.gemeentegeschiedenis.nl/amco/11250,11250,615,0,oudsher,1985,Zuid-Holland
Stompwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stompwijk,http://www.gemeentegeschiedenis.nl/amco/10742,10742,1197,0,1817,1938,Zuid-Holland
Stormpolder,http://www.gemeentegeschiedenis.nl/gemeentenaam/Stormpolder,http://www.gemeentegeschiedenis.nl/amco/10108,10108,1378,0,1817,1855,Zuid-Holland
Streefkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Streefkerk,http://www.gemeentegeschiedenis.nl/amco/11105,11105,616,0,oudsher,1986,Zuid-Holland
Strevelshoek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Strevelshoek,http://www.gemeentegeschiedenis.nl/amco/10553,10553,1380,0,1817,1846,Zuid-Holland
Strijen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Strijen,http://www.gemeentegeschiedenis.nl/amco/10558,10558,617,2746607,oudsher,heden,Zuid-Holland
Strijensas,http://www.gemeentegeschiedenis.nl/gemeentenaam/Strijensas,http://www.gemeentegeschiedenis.nl/amco/11429,11429,1381,0,1817,1855,Zuid-Holland
Tempel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Tempel,http://www.gemeentegeschiedenis.nl/amco/10175,10175,1383,0,1817,1855,Zuid-Holland
Teylingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Teylingen,http://www.gemeentegeschiedenis.nl/amco/10017,10017,1525,6544293,2006,heden,Zuid-Holland
Tienhoven [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Tienhoven_ZH,http://www.gemeentegeschiedenis.nl/amco/10706,10706,618,0,1817,1986,Zuid-Holland
Valkenburg [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenburg_ZH,http://www.gemeentegeschiedenis.nl/amco/10028,10028,619,0,1817,2006,Zuid-Holland
De Vennip,http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Vennip,http://www.gemeentegeschiedenis.nl/amco/10541,10541,1385,0,1817,1855,Zuid-Holland
Veur,http://www.gemeentegeschiedenis.nl/gemeentenaam/Veur,http://www.gemeentegeschiedenis.nl/amco/10366,10366,1209,0,1817,1938,Zuid-Holland
Vierpolders,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vierpolders,http://www.gemeentegeschiedenis.nl/amco/11056,11056,621,0,1817,1980,Zuid-Holland
Vlaardingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlaardingen,http://www.gemeentegeschiedenis.nl/amco/10811,10811,622,2745466,oudsher,heden,Zuid-Holland
Vlaardinger-Ambacht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlaardinger-Ambacht,http://www.gemeentegeschiedenis.nl/amco/10790,10790,1210,0,1817,1941,Zuid-Holland
Vliet,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vliet,http://www.gemeentegeschiedenis.nl/amco/10090,10090,1388,0,1817,1846,Zuid-Holland
Vlist,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlist,http://www.gemeentegeschiedenis.nl/amco/11174,11174,623,2745386,1817,heden,Zuid-Holland
Voorburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Voorburg,http://www.gemeentegeschiedenis.nl/amco/11103,11103,624,0,oudsher,2002,Zuid-Holland
Voorhout,http://www.gemeentegeschiedenis.nl/gemeentenaam/Voorhout,http://www.gemeentegeschiedenis.nl/amco/10017,10017,625,0,1817,2006,Zuid-Holland
Voorschoten,http://www.gemeentegeschiedenis.nl/gemeentenaam/Voorschoten,http://www.gemeentegeschiedenis.nl/amco/10537,10537,626,2745300,oudsher,heden,Zuid-Holland
Vrije en Lage Boekhorst,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrije_en_Lage_Boekhorst,http://www.gemeentegeschiedenis.nl/amco/10767,10767,1390,0,1817,1855,Zuid-Holland
Vrijenban,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijenban,http://www.gemeentegeschiedenis.nl/amco/10853,10853,1215,0,1817,1921,Zuid-Holland
Vrijhoef en Kalverbroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijhoef_en_Kalverbroek,http://www.gemeentegeschiedenis.nl/amco/10482,10482,,0,1817,1827,Zuid-Holland
Vrijhoeven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijhoeven,http://www.gemeentegeschiedenis.nl/amco/10615,10615,1391,0,1817,1841,Zuid-Holland
Waarder,http://www.gemeentegeschiedenis.nl/gemeentenaam/Waarder,http://www.gemeentegeschiedenis.nl/amco/10830,10830,1217,0,oudsher,1964,Zuid-Holland
Waddinxveen [1],http://www.gemeentegeschiedenis.nl/gemeentenaam/Waddinxveen_1,http://www.gemeentegeschiedenis.nl/amco/10081,10081,,0,oudsher,1817,Zuid-Holland
Waddinxveen [2],http://www.gemeentegeschiedenis.nl/gemeentenaam/Waddinxveen_2,http://www.gemeentegeschiedenis.nl/amco/10081,10081,627,2745095,1870,heden,Zuid-Holland
Warmond,http://www.gemeentegeschiedenis.nl/gemeentenaam/Warmond,http://www.gemeentegeschiedenis.nl/amco/10204,10204,628,0,oudsher,2006,Zuid-Holland
Wassenaar,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wassenaar,http://www.gemeentegeschiedenis.nl/amco/10164,10164,629,2744989,oudsher,heden,Zuid-Holland
Wateringen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wateringen,http://www.gemeentegeschiedenis.nl/amco/11329,11329,630,0,oudsher,2004,Zuid-Holland
West-Barendrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/West-Barendrecht,http://www.gemeentegeschiedenis.nl/amco/10943,10943,1394,0,1817,1837,Zuid-Holland
Westland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Westland,http://www.gemeentegeschiedenis.nl/amco/11418,11418,1783,6544261,2004,heden,Zuid-Holland
Westmaas,http://www.gemeentegeschiedenis.nl/gemeentenaam/Westmaas,http://www.gemeentegeschiedenis.nl/amco/10695,10695,631,0,1817,1984,Zuid-Holland
Westvoorne,http://www.gemeentegeschiedenis.nl/gemeentenaam/Westvoorne,http://www.gemeentegeschiedenis.nl/amco/10009,10009,614,2744605,1980,heden,Zuid-Holland
Wieldrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieldrecht,http://www.gemeentegeschiedenis.nl/amco/11353,11353,1396,0,1817,1857,Zuid-Holland
Wijngaarden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijngaarden,http://www.gemeentegeschiedenis.nl/amco/10263,10263,634,0,1817,1986,Zuid-Holland
Woubrugge,http://www.gemeentegeschiedenis.nl/gemeentenaam/Woubrugge,http://www.gemeentegeschiedenis.nl/amco/10461,10461,633,0,oudsher,1991,Zuid-Holland
't Woud,http://www.gemeentegeschiedenis.nl/gemeentenaam/t_Woud,http://www.gemeentegeschiedenis.nl/amco/11446,11446,,0,oudsher,1817,Zuid-Holland
Zederik,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik,http://www.gemeentegeschiedenis.nl/amco/10618,10618,707,6544267,1986,heden,Zuid-Holland
Zegwaart,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zegwaart,http://www.gemeentegeschiedenis.nl/amco/10185,10185,1234,0,oudsher,1935,Zuid-Holland
Zevenhoven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhoven,http://www.gemeentegeschiedenis.nl/amco/11317,11317,635,0,oudsher,1991,Zuid-Holland
Zevenhuizen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhuizen,http://www.gemeentegeschiedenis.nl/amco/11377,11377,636,0,oudsher,1991,Zuid-Holland
Zevenhuizen-Moerkapelle,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhuizen-Moerkapelle,http://www.gemeentegeschiedenis.nl/amco/11377,11377,1666,0,1992,2010,Zuid-Holland
Zoetermeer,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zoetermeer,http://www.gemeentegeschiedenis.nl/amco/10766,10766,637,2743855,oudsher,heden,Zuid-Holland
Zoeterwoude,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zoeterwoude,http://www.gemeentegeschiedenis.nl/amco/11074,11074,638,2743852,oudsher,heden,Zuid-Holland
Zouteveen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zouteveen,http://www.gemeentegeschiedenis.nl/amco/11231,11231,1400,0,1817,1855,Zuid-Holland
Zuid-Beijerland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-Beijerland,http://www.gemeentegeschiedenis.nl/amco/10917,10917,639,0,oudsher,1984,Zuid-Holland
Zuidbroek [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidbroek_ZH,http://www.gemeentegeschiedenis.nl/amco/10751,10751,1402,0,1817,1857,Zuid-Holland
Zuidland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidland,http://www.gemeentegeschiedenis.nl/amco/10316,10316,640,0,oudsher,1980,Zuid-Holland
Zuidplas,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidplas,http://www.gemeentegeschiedenis.nl/amco/10855,10855,1892,7535501,2010,heden,Zuid-Holland
Zuid-Waddinxveen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-Waddinxveen,http://www.gemeentegeschiedenis.nl/amco/10081,10081,1239,0,1817,1870,Zuid-Holland
Zuidwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidwijk,http://www.gemeentegeschiedenis.nl/amco/10343,10343,1403,0,1817,1846,Zuid-Holland
Zwammerdam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwammerdam,http://www.gemeentegeschiedenis.nl/amco/10675,10675,1244,0,oudsher,1964,Zuid-Holland
Zwartewaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwartewaal,http://www.gemeentegeschiedenis.nl/amco/10703,10703,641,0,oudsher,1980,Zuid-Holland
Zwijndrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht,http://www.gemeentegeschiedenis.nl/amco/10468,10468,642,2743492,oudsher,heden,Zuid-Holland
